OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
JFK,3,21,8,1,B6,JAX,0,7,30,0
BOS,3,15,8,2,DL,MSP,0,3,30,0
PIT,3,27,10,7,9E,DTW,0,6,30,0
ORD,3,31,15,4,UA,DEN,0,9,29,0
CLE,3,29,11,2,WN,MDW,0,0,30,0
SNA,3,23,10,3,WN,SMF,0,3,29,0
MEM,3,22,15,2,OO,IAH,0,7,29,0
LAX,3,24,19,4,OO,SEA,0,8,30,0
JFK,3,9,14,3,9E,ORF,0,15,30,0
TPA,3,3,12,4,AA,DFW,0,6,30,0
SEA,3,26,18,6,AS,SNA,0,5,30,0
BOS,3,24,8,4,UA,SFO,0,11,29,0
IAH,3,8,17,2,UA,SMF,0,3,30,0
PHX,3,13,11,7,AA,DFW,0,6,29,0
MSP,3,19,10,6,DL,PHL,0,8,29,0
PDX,3,23,10,3,AS,ORD,0,6,30,0
LAS,3,20,14,7,WN,BNA,1,5,29,0
PDX,3,8,10,2,UA,ORD,1,6,30,0
SJU,3,13,16,7,B6,FLL,1,9,29,0
ATL,3,21,7,1,DL,EWR,0,7,30,0
SFO,3,23,9,3,UA,EWR,0,3,29,0
SFO,3,11,15,5,WN,SNA,0,17,30,0
TUS,3,29,16,2,AA,DFW,0,20,29,0
SDF,3,16,14,3,WN,MDW,0,8,29,0
CLT,3,30,11,3,US,PHX,0,7,30,0
SAN,3,11,6,5,WN,SAT,0,0,30,0
SJC,3,4,17,5,OO,DEN,0,8,30,0
SFO,3,18,7,5,AA,LAX,0,6,30,0
LAX,3,27,9,7,WN,PHX,0,6,29,0
ATL,3,2,19,3,DL,SMF,0,3,30,0
LGA,3,17,13,4,MQ,CLT,0,3,29,0
BWI,3,28,10,1,WN,ATL,0,0,30,0
IAH,3,25,9,5,AA,DFW,0,13,30,0
MEM,3,10,17,4,EV,ORD,0,6,30,0
SLC,3,29,6,2,WN,DEN,0,7,29,0
CLT,3,1,14,2,US,BOS,0,3,30,0
LAX,3,19,14,6,OO,SAN,0,10,29,0
CLT,3,8,22,2,US,DEN,0,11,30,0
PHX,3,1,8,2,OO,ABQ,0,8,29,0
LAX,3,9,15,3,VX,SFO,0,18,29,0
ATL,3,16,17,3,DL,LGA,0,3,29,0
IAH,3,19,10,6,EV,AUS,0,16,30,0
LAX,3,3,15,4,MQ,SJC,0,11,29,0
PHL,3,7,15,1,YV,CLE,1,20,29,0
MEM,3,20,19,7,9E,CLT,0,5,30,0
ORD,3,17,10,4,DL,ATL,1,9,29,0
MKE,3,29,8,2,OO,DEN,0,9,30,0
PHL,3,5,17,6,US,ORD,1,3,30,0
LAX,3,19,22,6,OO,SAN,0,0,29,0
ATL,3,12,11,6,DL,RSW,0,9,30,0
IND,3,5,17,6,AA,DFW,1,8,29,0
LAX,3,24,18,4,AS,PDX,0,9,30,0
AUS,3,23,16,3,WN,MDW,1,7,30,0
MDW,3,18,12,5,WN,JAX,0,13,29,0
CLT,3,7,8,1,US,LGA,0,3,29,0
AUS,3,9,11,3,WN,LAX,1,11,30,0
RDU,3,7,12,1,9E,BWI,0,10,29,0
ATL,3,24,12,4,DL,MCO,0,6,30,0
PHX,3,7,7,1,WN,ABQ,0,6,29,0
ATL,3,8,14,2,DL,BUF,0,10,30,0
LGA,3,7,15,1,EV,ORF,1,26,29,0
DTW,3,15,17,2,DL,ATL,0,6,29,0
ORD,3,10,20,4,EV,MCI,1,6,30,0
ORD,3,13,12,7,9E,MEM,0,8,30,0
OKC,3,15,7,2,AA,DFW,0,24,29,0
CLE,3,29,8,2,UA,RSW,0,7,30,0
IAH,3,12,10,6,EV,RIC,0,9,30,0
ORD,3,1,10,2,UA,FLL,0,13,29,0
IAD,3,7,21,1,EV,RIC,1,7,30,0
AUS,3,21,14,1,DL,SLC,0,0,29,0
PHX,3,29,9,2,US,OMA,1,5,29,0
JFK,3,29,9,2,VX,LAS,0,11,30,0
LAX,3,12,23,6,UA,IAD,0,0,29,0
MCO,3,8,20,2,AA,MIA,0,8,29,0
ATL,3,24,13,4,DL,LAX,0,8,30,0
LAX,3,22,6,2,UA,EWR,0,3,29,0
MSP,3,29,13,2,9E,AUS,0,11,30,0
CLT,3,19,11,6,YV,OMA,1,5,29,0
SLC,3,18,8,5,UA,IAD,0,3,30,0
SAN,3,3,10,4,UA,SFO,0,8,29,0
ATL,3,31,20,4,DL,DTW,0,8,29,0
PHL,3,23,9,3,US,DFW,0,8,29,0
ORD,3,6,9,7,AA,DFW,0,9,29,0
RIC,3,18,13,5,B6,BOS,0,5,30,0
CMH,3,26,9,6,MQ,ORD,1,17,30,0
ORD,3,22,12,2,OO,BOS,1,11,29,0
ORD,3,13,11,7,YV,ORF,0,11,30,0
SFO,3,31,14,4,DL,ATL,0,0,30,0
STL,3,5,18,6,WN,MDW,0,9,29,0
TPA,3,28,10,1,WN,MSY,0,5,30,0
IAH,3,13,12,7,EV,MCI,0,6,30,0
CLT,3,10,15,4,EV,MSP,0,10,29,0
HOU,3,16,19,3,WN,MCO,1,11,29,0
ATL,3,14,12,1,DL,ORD,0,13,30,0
LAX,3,20,6,7,UA,SFO,0,5,29,0
MSP,3,15,13,2,DL,STL,0,10,29,0
CLT,3,24,17,4,YV,CLE,0,3,30,0
LAX,3,3,6,4,WN,LAS,0,0,29,0
JFK,3,10,9,4,EV,IAD,0,17,30,0
ORD,3,17,8,4,AA,DFW,0,5,29,0
ABQ,3,7,6,1,WN,HOU,0,6,30,0
OKC,3,18,17,5,EV,DEN,1,20,29,0
JAX,3,22,9,2,US,CLT,0,0,29,0
SEA,3,24,18,4,WN,PHX,0,3,30,0
SEA,3,4,20,5,AS,LAS,0,0,30,0
DTW,3,29,19,2,DL,LGA,0,7,30,0
SAN,3,6,9,7,WN,OAK,0,0,30,0
MSP,3,8,12,2,EV,ORD,0,17,29,0
MSP,3,5,19,6,9E,IND,0,8,29,0
PDX,3,25,15,5,OO,LAX,0,0,30,0
PHX,3,20,18,7,YV,TUS,0,8,29,0
ATL,3,26,17,6,DL,ORD,0,5,30,0
OAK,3,30,9,3,WN,SAN,0,0,29,0
MIA,3,4,7,5,DL,LAX,0,0,30,0
ATL,3,28,11,1,DL,STL,0,0,30,0
TUS,3,11,13,5,YV,PHX,0,6,29,0
SAT,3,14,9,1,WN,DEN,0,7,29,0
ABQ,3,12,13,6,WN,PDX,0,0,30,0
LAX,3,27,7,7,DL,DTW,0,5,29,0
PHL,3,11,13,5,WN,DEN,1,15,29,0
SMF,3,6,8,7,WN,SAN,0,5,30,0
PHX,3,28,16,1,US,BWI,1,10,29,0
MSP,3,19,7,6,WN,DEN,1,8,29,0
OAK,3,22,20,2,WN,SNA,0,8,29,0
SEA,3,9,11,3,DL,MSP,0,3,30,0
DTW,3,26,13,6,EV,IND,0,21,29,0
LAX,3,26,12,6,UA,HNL,0,9,30,0
TPA,3,20,12,7,DL,DTW,0,0,29,0
AUS,3,21,10,1,WN,DAL,0,3,29,0
PHX,3,23,10,3,WN,MKE,1,10,29,0
BOS,3,24,7,4,WN,MCI,0,10,29,0
LAX,3,3,16,4,WN,LAS,0,14,29,0
CLT,3,26,14,6,YV,BUF,0,7,30,0
BWI,3,8,10,2,FL,TPA,0,6,30,0
JAX,3,1,10,2,US,PHL,0,7,30,0
PHL,3,12,10,6,US,PHX,0,16,30,0
ATL,3,20,19,7,DL,TPA,0,3,30,0
IAH,3,28,15,1,UA,MCO,0,11,30,0
DAL,3,27,7,7,WN,STL,0,5,30,0
OAK,3,18,20,5,WN,ONT,1,0,30,0
CLE,3,5,8,6,EV,DFW,0,7,29,0
IAH,3,2,15,3,MQ,ORD,1,8,29,0
DTW,3,4,10,5,EV,CLT,0,8,30,0
ABQ,3,30,15,3,WN,DAL,0,15,29,0
ATL,3,2,8,3,DL,BWI,0,0,30,0
SFO,3,2,13,3,UA,LAS,0,22,29,0
PHL,3,11,16,5,DL,DTW,1,10,29,0
SLC,3,12,17,6,DL,MSY,0,7,29,0
MDW,3,3,8,4,WN,OMA,0,8,29,0
SEA,3,10,9,4,WN,DEN,0,3,30,0
PVD,3,19,15,6,WN,TPA,0,8,29,0
RDU,3,7,7,1,9E,CVG,0,10,29,0
IAH,3,8,13,2,UA,FLL,0,5,30,0
EWR,3,16,8,3,UA,MCO,0,6,30,0
PHX,3,23,10,3,UA,EWR,0,10,29,0
SEA,3,2,9,3,UA,SFO,0,5,29,0
OAK,3,27,8,7,WN,ABQ,0,6,30,0
OAK,3,31,17,4,WN,SAN,0,6,30,0
SAN,3,23,10,3,WN,PHX,0,3,29,0
SFO,3,12,10,6,UA,IAD,0,5,30,0
MEM,3,25,17,5,DL,ATL,0,0,30,0
FLL,3,14,13,1,WN,TPA,1,13,29,0
MIA,3,15,14,2,AA,PHL,1,10,29,0
JFK,3,16,14,3,B6,TPA,0,5,29,0
PHX,3,18,10,5,WN,RDU,1,6,29,0
PIT,3,13,17,7,WN,TPA,0,3,30,0
ATL,3,30,17,3,FL,TPA,0,5,30,0
SLC,3,9,8,3,OO,DEN,0,0,29,0
SFO,3,22,18,2,UA,LAX,0,15,29,0
RDU,3,13,16,7,9E,JFK,0,5,30,0
LAX,3,11,8,5,AA,DCA,0,5,30,0
ABQ,3,15,8,2,WN,MDW,0,9,30,0
SEA,3,3,22,4,UA,IAD,0,6,30,0
SEA,3,15,21,2,AS,OAK,0,6,30,0
BWI,3,17,15,4,WN,PVD,0,9,29,0
ORD,3,18,8,5,UA,IAH,0,11,29,0
ATL,3,6,21,7,DL,LGA,0,11,29,0
SFO,3,23,5,3,AA,ORD,0,5,29,0
ORD,3,30,12,3,AA,JFK,1,9,29,0
DCA,3,15,10,2,US,FLL,0,3,30,0
SMF,3,5,11,6,WN,SAN,0,7,30,0
HOU,3,15,7,2,WN,OKC,0,0,29,0
EWR,3,13,14,7,UA,RSW,0,11,30,0
EWR,3,6,14,7,EV,MCI,1,7,30,0
IAD,3,6,6,7,UA,SFO,0,3,30,0
DTW,3,6,10,7,EV,BNA,0,7,29,0
MSY,3,18,7,5,AA,DFW,0,10,30,0
IAH,3,11,15,5,EV,OMA,0,11,29,0
SLC,3,26,10,6,WN,BWI,0,6,30,0
JFK,3,21,19,1,EV,IAD,0,20,30,0
OAK,3,17,6,4,WN,SNA,0,0,30,0
MSP,3,15,19,2,DL,DCA,1,6,29,0
SNA,3,4,13,5,WN,SFO,1,9,29,0
IAD,3,19,13,6,B6,JFK,1,9,29,0
PDX,3,9,12,3,DL,MSP,0,0,30,0
HOU,3,6,16,7,WN,OKC,1,13,30,0
BOS,3,12,8,6,FL,BWI,0,15,30,0
MCO,3,5,7,6,WN,BWI,0,0,30,0
SAT,3,13,9,7,AA,DFW,0,14,30,0
CLT,3,1,7,2,US,SEA,0,5,30,0
ATL,3,17,8,4,FL,RSW,0,6,29,0
MKE,3,30,17,3,WN,MCI,1,8,29,0
HOU,3,4,19,5,WN,DCA,1,5,29,0
DCA,3,15,19,2,AA,DFW,1,0,30,0
LGA,3,24,9,4,US,DCA,0,14,29,0
BWI,3,13,18,7,FL,RSW,0,0,30,0
LAX,3,19,11,6,UA,ORD,0,8,30,0
DCA,3,11,18,5,B6,BOS,1,8,29,0
SAN,3,31,17,4,WN,SFO,0,8,29,0
CLT,3,27,20,7,US,BUF,0,0,30,0
ORD,3,11,5,5,US,CLT,0,5,30,0
ATL,3,21,11,1,MQ,LGA,0,3,30,0
SFO,3,18,9,5,UA,DEN,0,0,30,0
SAN,3,18,9,5,OO,LAX,0,0,30,0
IAD,3,7,16,1,WN,MDW,0,0,29,0
ATL,3,6,21,7,DL,JAX,1,13,29,0
ORD,3,11,10,5,AA,MCO,0,6,30,0
DAL,3,27,9,7,WN,SAT,0,5,30,0
HOU,3,13,19,7,WN,DCA,0,5,30,0
SAN,3,14,8,1,WN,ABQ,0,3,30,0
LAS,3,29,12,2,US,PHX,0,16,29,0
LGB,3,28,7,1,OO,SLC,0,6,29,0
SFO,3,22,23,2,UA,ORD,0,8,29,0
ABQ,3,20,14,7,F9,DEN,0,7,29,0
IAH,3,6,6,7,DL,ATL,0,16,30,0
MSP,3,6,19,7,DL,DTW,0,11,29,0
RIC,3,16,11,3,FL,MCO,0,0,29,0
SJC,3,27,7,7,AA,ORD,0,6,29,0
SLC,3,27,19,7,WN,PHX,0,6,29,0
SAT,3,7,5,1,UA,IAH,0,3,30,0
PHX,3,23,19,3,US,ONT,0,7,29,0
IAH,3,18,19,5,UA,RSW,0,8,29,0
FLL,3,12,11,6,WN,AUS,0,10,30,0
MCO,3,17,17,4,B6,BUF,0,0,29,0
STL,3,10,9,4,DL,ATL,0,0,30,0
SEA,3,8,23,2,AS,ANC,0,0,30,0
EWR,3,1,7,2,9E,CVG,0,5,30,0
JFK,3,30,12,3,B6,BOS,0,9,30,0
OMA,3,22,13,2,YV,CLT,0,16,30,0
IAH,3,17,14,4,EV,DFW,0,3,30,0
ATL,3,13,10,7,DL,BWI,0,5,30,0
DTW,3,23,18,3,FL,ATL,0,13,29,0
BDL,3,12,18,6,B6,MCO,0,13,30,0
DTW,3,22,14,2,9E,CLE,0,16,29,0
EWR,3,23,16,3,EV,RDU,1,16,29,0
BWI,3,24,21,4,WN,BDL,1,5,30,0
DCA,3,25,8,5,US,MCO,0,9,30,0
STL,3,8,17,2,AA,DCA,0,8,30,0
BNA,3,23,6,3,AA,DFW,0,14,29,0
MSY,3,21,14,1,DL,LAX,0,3,30,0
SFO,3,13,10,7,OO,PHX,0,3,30,0
TUS,3,15,8,2,YV,PHX,0,9,29,0
LAS,3,28,18,1,WN,LAX,1,29,29,0
RDU,3,20,10,7,MQ,JFK,0,9,30,0
PIT,3,10,9,4,UA,ORD,1,3,30,0
LAS,3,1,7,2,AS,PDX,0,7,29,0
OAK,3,7,16,1,YV,PHX,0,11,29,0
LAX,3,27,10,7,HA,HNL,0,6,29,0
TPA,3,5,9,6,UA,IAH,0,7,30,0
SDF,3,1,15,2,EV,ORD,0,9,30,0
HNL,3,7,20,1,HA,OGG,0,10,30,0
ORF,3,4,20,5,YV,IAD,0,0,30,0
STL,3,27,15,7,DL,MSP,0,3,30,0
LGB,3,22,6,2,US,PHX,0,0,29,0
SAT,3,10,11,4,EV,MSP,1,10,29,0
SEA,3,31,18,4,AS,ANC,0,3,29,0
BNA,3,16,16,3,WN,SAT,1,0,29,0
BDL,3,16,16,3,MQ,ORD,0,3,29,0
MSP,3,6,19,7,DL,LAS,1,9,29,0
ATL,3,28,15,1,FL,MKE,0,0,30,0
LGB,3,26,18,6,B6,PDX,0,6,29,0
MDW,3,26,8,6,FL,RSW,0,17,29,0
ORF,3,12,7,6,WN,ATL,0,3,29,0
MKE,3,4,19,5,DL,MSP,0,7,29,0
ATL,3,28,9,1,DL,DEN,0,0,30,0
EWR,3,4,18,5,DL,ATL,0,9,29,0
LGA,3,2,18,3,FL,ATL,1,7,29,0
HNL,3,24,13,4,AS,SEA,0,13,29,0
ATL,3,25,19,5,DL,CLT,1,8,30,0
LAX,3,28,16,1,WN,PHX,0,15,29,0
ORD,3,30,21,3,UA,DCA,0,9,29,0
IAD,3,28,18,1,UA,ABQ,0,6,30,0
ORD,3,9,18,3,OO,MKE,0,6,30,0
PHL,3,6,9,7,WN,PHX,0,5,30,0
IND,3,28,9,1,EV,IAH,0,0,30,0
IAH,3,8,16,2,EV,CVG,0,3,30,0
CLE,3,8,19,2,EV,ATL,1,0,30,0
PVD,3,13,8,7,WN,BWI,0,8,30,0
DAL,3,12,12,6,WN,STL,0,6,29,0
PHL,3,20,11,7,US,ORD,0,16,30,0
ATL,3,1,16,2,DL,SNA,0,0,30,0
ATL,3,14,10,1,DL,DTW,0,11,30,0
SJC,3,14,12,1,AA,DFW,1,6,30,0
LAS,3,15,21,2,B6,JFK,0,5,30,0
DCA,3,17,12,4,MQ,JFK,0,6,29,0
PIT,3,24,6,4,MQ,MIA,1,7,30,0
IND,3,25,18,5,DL,ATL,0,10,30,0
DTW,3,12,8,6,DL,RSW,0,0,30,0
SNA,3,1,17,2,WN,OAK,0,10,29,0
PHX,3,21,20,1,US,RNO,0,3,29,0
SFO,3,15,7,2,OO,ONT,0,0,30,0
MKE,3,27,7,7,AA,DFW,0,3,30,0
SFO,3,9,14,3,OO,PHX,0,13,29,0
BWI,3,7,12,1,WN,PVD,1,13,29,0
LAS,3,13,15,7,F9,DEN,0,22,29,0
SEA,3,22,22,2,UA,IAD,0,3,29,0
DCA,3,6,14,7,B6,BOS,0,10,29,0
MIA,3,2,10,3,DL,ATL,0,7,30,0
MKE,3,10,5,4,OO,DTW,0,0,29,0
SEA,3,29,7,2,AS,SJC,0,6,30,0
EWR,3,18,8,5,UA,SNA,0,16,29,0
MDW,3,3,18,4,WN,PIT,1,3,29,0
BOS,3,30,12,3,WN,BWI,0,5,29,0
EWR,3,7,15,1,WN,DEN,1,13,29,0
PIT,3,12,17,6,US,PHL,0,0,30,0
IAD,3,24,16,4,EV,ORF,0,13,30,0
ATL,3,10,11,4,DL,BOS,0,6,30,0
IAH,3,2,6,3,UA,EWR,0,7,29,0
LAS,3,3,13,4,DL,ATL,0,7,29,0
IAH,3,13,13,7,UA,EWR,0,9,29,0
DCA,3,11,7,5,B6,MCO,0,13,29,0
LAX,3,4,14,5,MQ,SLC,0,14,29,0
SFO,3,18,23,5,UA,CLE,0,5,30,0
LAS,3,4,15,5,AA,DFW,1,15,30,0
SMF,3,10,23,4,B6,JFK,0,5,29,0
MKE,3,30,14,3,FL,ATL,0,10,30,0
FLL,3,20,17,7,WN,TPA,0,16,29,0
ATL,3,6,22,7,FL,MDW,1,10,29,0
EWR,3,2,13,3,EV,ATL,0,13,29,0
SJC,3,24,14,4,WN,BUR,0,6,29,0
BOS,3,6,14,7,B6,FLL,0,10,29,0
IAH,3,29,11,2,UA,IAD,0,14,30,0
BNA,3,6,6,7,EV,IAH,0,6,29,0
PHL,3,9,7,3,US,FLL,0,11,30,0
EWR,3,16,17,3,EV,MSP,0,7,29,0
ORD,3,8,20,2,AA,LGA,0,10,30,0
RDU,3,15,14,2,EV,CLE,0,6,30,0
CLT,3,8,7,2,US,JFK,0,16,30,0
LAX,3,11,10,5,UA,PIT,1,7,30,0
JFK,3,14,10,1,UA,SFO,0,7,30,0
LAX,3,24,9,4,OO,SAN,1,7,30,0
ATL,3,6,21,7,FL,MKE,0,13,29,0
IAH,3,4,18,5,UA,LAX,1,11,29,0
BNA,3,7,14,1,WN,ORF,0,10,30,0
IAH,3,22,10,2,OO,DEN,1,9,30,0
MSP,3,18,9,5,DL,RSW,0,11,29,0
SFO,3,14,7,1,US,CLT,0,0,30,0
CLT,3,16,20,3,MQ,ORD,0,0,29,0
SNA,3,13,15,7,UA,DEN,0,11,29,0
DCA,3,12,7,6,AA,ORD,0,11,29,0
LAS,3,13,16,7,WN,RNO,0,20,29,0
BOS,3,23,7,3,UA,DEN,0,3,29,0
BNA,3,22,9,2,EV,EWR,0,7,29,0
LAS,3,4,17,5,DL,DTW,0,17,30,0
EWR,3,7,19,1,UA,LAX,0,6,29,0
OMA,3,18,5,5,OO,ORD,0,7,30,0
DAL,3,14,19,1,WN,HOU,0,11,29,0
SEA,3,7,9,1,AS,LAS,0,16,29,0
ATL,3,28,12,1,DL,BNA,0,0,30,0
JFK,3,11,16,5,B6,ORD,1,16,30,0
IAH,3,6,17,7,UA,DFW,0,6,29,0
MSY,3,10,10,4,UA,IAH,0,7,30,0
SLC,3,10,15,4,OO,TUS,0,9,29,0
AUS,3,21,19,1,OO,SFO,1,17,29,0
PHX,3,10,13,4,US,SNA,0,8,29,0
PHX,3,4,6,5,OO,LAX,0,5,29,0
LAS,3,4,13,5,AS,SEA,1,13,30,0
RSW,3,3,14,4,FL,PIT,0,3,29,0
DTW,3,13,8,7,MQ,LGA,0,6,30,0
LAX,3,19,10,6,DL,CMH,0,9,30,0
LGA,3,15,11,2,DL,MIA,0,5,30,0
SFO,3,14,16,1,UA,EWR,0,17,30,0
JFK,3,12,16,6,AA,LAX,0,13,30,0
TPA,3,12,15,6,DL,LGA,0,8,30,0
SLC,3,16,16,3,DL,LAS,0,5,30,0
CLE,3,27,8,7,UA,TPA,0,7,30,0
PIT,3,10,19,4,DL,MSP,0,6,30,0
RNO,3,12,14,6,OO,LAX,0,18,29,0
PHL,3,7,20,1,US,RDU,1,6,29,0
MIA,3,16,21,3,AA,LAX,0,11,29,0
IAH,3,21,18,1,EV,SDF,0,8,29,0
SAT,3,5,8,6,US,CLT,0,9,29,0
PIT,3,8,11,2,FL,MCO,0,6,30,0
IAH,3,14,17,1,EV,CLT,0,9,29,0
MCO,3,9,9,3,WN,SJU,0,11,30,0
JFK,3,17,13,4,B6,HOU,1,7,29,0
SFO,3,10,9,4,VX,BOS,0,3,29,0
BOS,3,17,15,4,B6,JFK,0,10,29,0
SAT,3,10,14,4,WN,DAL,0,14,29,0
EWR,3,15,14,2,EV,PVD,1,8,30,0
CLT,3,26,13,6,US,BUF,0,8,30,0
SFO,3,5,6,6,UA,EWR,1,5,30,0
BUR,3,3,16,4,WN,PHX,0,10,29,0
SJC,3,28,10,1,WN,DEN,0,0,29,0
ABQ,3,23,12,3,OO,SLC,0,5,30,0
STL,3,30,15,3,DL,MSP,0,10,29,0
JFK,3,7,8,1,DL,FLL,0,16,29,0
SAN,3,19,19,6,AS,SEA,1,6,29,0
LAX,3,19,6,6,DL,JFK,0,3,29,0
ATL,3,22,10,2,DL,HOU,0,0,29,0
LAS,3,27,6,7,AA,MIA,0,6,29,0
CLT,3,31,17,4,US,BWI,0,11,29,0
DTW,3,23,21,3,OO,MKE,0,8,29,0
BNA,3,28,10,1,EV,DTW,0,5,29,0
PIT,3,21,16,1,WN,BWI,0,13,29,0
MEM,3,31,8,4,DL,DTW,0,26,29,0
BOS,3,22,17,2,WN,MDW,0,13,29,0
LAX,3,16,12,3,OO,SLC,0,7,30,0
ORD,3,8,14,2,AA,LAX,0,9,30,0
BOS,3,18,16,5,US,PHL,0,14,29,0
DTW,3,3,8,4,DL,SEA,0,3,30,0
TPA,3,18,7,5,UA,EWR,0,0,29,0
PDX,3,25,17,5,OO,BUR,0,5,30,0
SFO,3,24,19,4,UA,SAN,0,7,30,0
IAH,3,20,18,7,EV,JAX,0,8,29,0
MSP,3,26,14,6,DL,SFO,0,11,30,0
BWI,3,2,12,3,FL,FLL,0,11,30,0
EWR,3,8,17,2,DL,MSP,0,10,30,0
ATL,3,4,8,5,FL,IND,1,5,30,0
LAX,3,15,9,2,VX,DFW,0,5,29,0
RNO,3,2,9,3,US,PHX,1,0,29,0
ATL,3,3,10,4,DL,MCO,0,3,30,0
LAS,3,12,15,6,B6,JFK,0,3,29,0
BWI,3,27,17,7,UA,ORD,0,5,30,0
BOS,3,16,12,3,US,PHL,0,6,30,0
LGA,3,10,16,4,AA,MIA,0,20,29,0
LGA,3,2,13,3,EV,MEM,0,11,29,0
LAS,3,7,17,1,WN,SJC,1,5,29,0
DTW,3,9,20,3,9E,MDW,0,5,30,0
SFO,3,20,15,7,UA,IAD,0,16,29,0
BWI,3,13,13,7,US,CLT,0,14,30,0
MKE,3,12,13,6,WN,MSY,0,14,29,0
LAX,3,25,14,5,OO,SEA,0,8,30,0
LAX,3,18,6,5,F9,DEN,0,5,29,0
PIT,3,12,9,6,WN,DEN,0,0,29,0
EWR,3,24,10,4,DL,ATL,0,10,29,0
LAS,3,3,15,4,WN,SAN,1,13,29,0
AUS,3,30,6,3,AA,DFW,0,7,29,0
SAN,3,12,13,6,MQ,LAX,1,11,29,0
OAK,3,2,7,3,WN,PDX,0,3,29,0
FLL,3,20,7,7,DL,JFK,0,0,29,0
TPA,3,10,8,4,AA,ORD,0,5,30,0
ORD,3,12,12,6,MQ,MEM,0,13,29,0
JFK,3,15,9,2,DL,SFO,0,7,30,0
JFK,3,16,15,3,DL,ATL,0,5,29,0
BNA,3,12,14,6,WN,DEN,0,5,30,0
PHX,3,30,7,3,WN,ABQ,0,8,29,0
MCO,3,22,19,2,B6,JFK,0,9,29,0
MIA,3,20,10,7,MQ,CLT,0,0,29,0
SJU,3,12,14,6,DL,ATL,0,8,29,0
MDW,3,12,14,6,WN,MCI,0,11,29,0
MSP,3,26,7,6,OO,ORD,0,11,30,0
MIA,3,22,17,2,DL,LGA,0,8,29,0
PIT,3,20,13,7,EV,LGA,0,13,30,0
SNA,3,2,10,3,WN,SMF,0,0,29,0
JFK,3,24,18,4,UA,SFO,0,18,29,0
MIA,3,1,17,2,DL,ATL,0,14,29,0
SEA,3,23,12,3,UA,SFO,1,0,29,0
JFK,3,14,7,1,MQ,DCA,0,5,30,0
BDL,3,30,8,3,WN,DEN,0,0,30,0
IAH,3,15,12,2,UA,MCO,0,6,29,0
MCO,3,19,19,6,WN,PHL,0,0,29,0
IAH,3,16,5,3,UA,DEN,0,9,29,0
SNA,3,22,10,2,WN,OAK,0,0,29,0
BNA,3,18,13,5,EV,ORD,0,5,30,0
SLC,3,31,15,4,OO,BUR,0,3,30,0
LAX,3,29,14,2,UA,DEN,1,14,29,0
ATL,3,17,17,4,DL,DFW,0,5,29,0
JFK,3,12,19,6,EV,IAD,1,20,30,0
SFO,3,10,7,4,VX,SAN,0,0,29,0
LAS,3,31,8,4,UA,ORD,0,6,30,0
RIC,3,9,9,3,YV,CLT,0,11,30,0
LGA,3,13,21,7,MQ,DTW,1,8,29,0
PHL,3,10,10,4,US,PHX,0,17,29,0
SEA,3,4,13,5,AS,SFO,0,3,30,0
AUS,3,11,6,5,AA,ORD,0,6,29,0
MSP,3,3,7,4,DL,PHL,0,7,29,0
OAK,3,6,14,7,WN,LAX,1,10,30,0
MSP,3,25,11,5,WN,MDW,1,10,30,0
PDX,3,24,13,4,DL,ATL,0,0,30,0
MKE,3,28,12,1,DL,ATL,0,15,30,0
SLC,3,7,9,1,DL,AUS,0,8,30,0
LGA,3,25,10,5,DL,FLL,0,11,30,0
CMH,3,5,8,6,WN,DEN,0,0,30,0
PHX,3,20,10,7,US,MKE,1,8,29,0
CLT,3,29,16,2,US,BOS,0,5,30,0
IAD,3,30,10,3,WN,MDW,1,8,30,0
PIT,3,14,19,1,DL,ATL,0,0,30,0
DCA,3,29,16,2,US,BOS,0,0,30,0
ORD,3,16,15,3,AA,STL,0,11,29,0
LAX,3,23,15,3,VX,SFO,0,6,29,0
AUS,3,19,16,6,WN,SAN,1,9,30,0
LAS,3,1,11,2,WN,HOU,0,8,29,0
CMH,3,16,15,3,AA,DFW,0,11,29,0
OMA,3,15,7,2,MQ,ORD,0,14,29,0
STL,3,3,14,4,US,PHX,0,14,29,0
ATL,3,1,12,2,FL,PIT,0,5,30,0
SEA,3,9,7,3,AA,DFW,0,0,30,0
PVD,3,31,12,4,DL,ATL,0,10,29,0
ORD,3,31,12,4,AA,TPA,0,6,29,0
JFK,3,3,18,4,DL,SAN,1,10,30,0
CMH,3,4,12,5,AA,DFW,1,7,30,0
JFK,3,18,8,5,UA,LAX,0,16,29,0
BWI,3,5,15,6,WN,STL,0,0,30,0
CMH,3,30,12,3,AA,DFW,0,0,29,0
ORD,3,3,11,4,AA,RDU,0,6,29,0
CMH,3,19,13,6,OO,ORD,0,7,29,0
FLL,3,20,12,7,WN,BWI,1,7,29,0
IAD,3,10,17,4,EV,CVG,0,15,29,0
HOU,3,7,16,1,WN,LAS,1,7,30,0
PHL,3,13,20,7,US,CLT,0,7,30,0
JFK,3,9,21,3,AA,LAX,0,13,30,0
SFO,3,17,23,4,UA,EWR,0,17,30,0
RDU,3,23,6,3,DL,ATL,0,6,29,0
PIT,3,25,8,5,US,CLT,0,8,29,0
CLT,3,18,19,5,US,BNA,0,7,29,0
